car_list,,,,,,,,,,,,,,,,,,,,,,,,,
모델명,제조사,유종,배기량,공차중량,변속형식,도심주행연비,고속도로주행연비,복합연비,등급,CO2배출량,연비신고구분,국산/수입,자동차형식,자동차종류,승차정원,엔진형식,최고출력(ps/rpm),최고토크(kgm/rpm),연료공급방식,변속형식,굴림방식,타이어사이즈(전),타이어사이즈(후),연료탱크용량(ℓ),자동차유형
렉서스 LS500 AWD,토요타,휘발유,"3,445cc","2,330kg",,6.7㎞/ℓ,10.7㎞/ℓ,8.0㎞/ℓ,5등급,219g/km,3개 부처 공동고시,수입,내연기관,승용차,5,V35A-FTS,422/6000,61.2/1600~4800,전자분사,자동10,AWD,245/45RF20,245/45RF20,82,일반형
카니발 3.3GDI 7인승 (19'' 타이어),기아,휘발유,"3,342cc","2,105kg",자동8,7.2㎞/ℓ,9.7㎞/ℓ,8.2㎞/ℓ,5등급,210g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G6DM,280/6000,34.3/5200,직접분사,자동8,2WD,235/55R19,235/55R19,80,기타형
카니발 3.3GDI 9인승 (19'' 타이어),기아,휘발유,"3,342cc","2,135kg",자동8,7.2㎞/ℓ,9.7㎞/ℓ,8.2㎞/ℓ,5등급,210g/km,3개 부처 공동고시,국산,내연기관,승용차,9,G6DM,280/6000,34.3/5200,직접분사,자동8,2WD,235/55R19,235/55R19,80,기타형
K9(RJ) 3.8GDI 2WD 19인치 타이어,기아,휘발유,"3,778cc","1,935kg",자동8,7.6㎞/ℓ,10.7㎞/ℓ,8.8㎞/ℓ,5등급,196g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DN,315/6000,40.5/5000,직접분사,자동8,FR,245/45R19,275/40R19,77,일반형
K9(RJ) 3.8GDI AWD 19인치 타이어,기아,휘발유,"3,778cc","2,005kg",자동8,7.3㎞/ℓ,10.1㎞/ℓ,8.3㎞/ℓ,5등급,207g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DN,315/6000,40.5/5000,직접분사,자동8,AWD,245/45R19,275/40R19,77,일반형
K9(RJ) 3.8GDI 2WD 18인치 타이어,기아,휘발유,"3,778cc","1,915kg",자동8,7.8㎞/ℓ,11.0㎞/ℓ,9.0㎞/ℓ,5등급,192g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DN,315/6000,40.5/5000,직접분사,자동8,FR,245/50R18,245/50R18,77,일반형
K9(RJ) 3.3T-GDI AWD 19인치 타이어,기아,휘발유,"3,342cc","2,085kg",자동8,7.0㎞/ℓ,10.1㎞/ℓ,8.1㎞/ℓ,5등급,213g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,370/6000,52/1300~4500,직접분사,자동8,AWD,245/45R19,275/40R19,77,일반형
K9(RJ) 3.3GDI 2WD 18인치 타이어,기아,휘발유,"3,342cc","1,915kg",자동8,7.9㎞/ℓ,11.2㎞/ℓ,9.1㎞/ℓ,5등급,188g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,FR,245/50R18,245/50R18,77,일반형
K9 PE 3.3T-GDI 2WD 19인치,기아,휘발유,"3,342cc","2,005kg",자동8,7.4㎞/ℓ,10.9㎞/ℓ,8.7㎞/ℓ,5등급,199g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,370/6000,52/1300~4500,직접분사,자동8,FR,245/45R19,275/40R19,77,일반형
K9(RJ) 3.3T-GDI 2WD 19인치 타이어,기아,휘발유,"3,342cc","2,015kg",자동8,7.4㎞/ℓ,10.9㎞/ℓ,8.7㎞/ℓ,5등급,199g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,370/6000,52/1300~4500,직접분사,자동8,FR,245/45R19,275/40R19,77,일반형
K9(RJ) 3.3GDI 2WD 19인치 타이어,기아,휘발유,"3,342cc","1,935kg",자동8,7.6㎞/ℓ,10.6㎞/ℓ,8.7㎞/ℓ,5등급,197g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,FR,245/45R19,275/40R19,77,일반형
Mercedces-AMG GT S,벤츠,휘발유,"3,982cc","1,675kg",자동7,6.8㎞/ℓ,9.4㎞/ℓ,7.7㎞/ℓ,5등급,229g/km,3개 부처 공동고시,수입,내연기관,승용차,2,178 980,522/6250,68.3/1800-5000,전자분사,자동7,FR,265/35ZR19,295/30ZR20,75,일반형
K9(RJ) 3.8GDI AWD 18인치 타이어,기아,휘발유,"3,778cc","1,985kg",자동8,7.3㎞/ℓ,10.3㎞/ℓ,8.4㎞/ℓ,5등급,204g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DN,315/6000,40.5/5000,직접분사,자동8,AWD,245/50R18,245/50R18,77,일반형
K9(RJ) 5.0GDI AWD 19인치 타이어,기아,휘발유,"5,038cc","2,165kg",자동8,6.4㎞/ℓ,9.5㎞/ℓ,7.5㎞/ℓ,5등급,231g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G8BE,425/6000,53.0/5000,직접분사,자동8,AWD,245/45R19,275/40R19,77,일반형
K9(RJ) 3.3GDI AWD 19인치 타이어,기아,휘발유,"3,342cc","2,005kg",자동8,7.3㎞/ℓ,10.1㎞/ℓ,8.4㎞/ℓ,5등급,206g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,AWD,245/45R19,275/40R19,77,일반형
K9(RJ) 3.3GDI AWD 18인치 타이어,기아,휘발유,"3,342cc","1,985kg",자동8,7.5㎞/ℓ,10.1㎞/ℓ,8.5㎞/ℓ,5등급,203g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,AWD,245/50R18,245/50R18,77,일반형
Mercedces-AMG GT,벤츠,휘발유,"3,982cc","1,685kg",자동7,7.0㎞/ℓ,9.6㎞/ℓ,8.0㎞/ℓ,5등급,222g/km,3개 부처 공동고시,수입,내연기관,승용차,2,178 980,476/6000,64.2/1700-5000,전자분사,자동7,FR,265/35ZR19,295/30ZR20,75,일반형
Mustang GT 5.0 Convertible,포드,휘발유,"5,035cc","1,820kg",,6.2㎞/ℓ,10.1㎞/ℓ,7.5㎞/ℓ,5등급,227g/km,3개 부처 공동고시,수입,내연기관,승용차,4,F,446/7000,54.1/4250,전자분사,자동10,RR,255/40ZR19,275/40ZR19,60.9,일반형
Mustang GT 5.0 Coupe,포드,휘발유,"5,035cc","1,795kg",,6.2㎞/ℓ,10.1㎞/ℓ,7.5㎞/ℓ,5등급,227g/km,3개 부처 공동고시,수입,내연기관,승용차,4,F,446/7000,54.1/4250,전자분사,자동10,RR,255/40ZR19,275/40ZR19,60.9,일반형
BMW M5,BMW,휘발유,"4,395cc","1,940kg",자동8,7.2㎞/ℓ,9.5㎞/ℓ,8.1㎞/ℓ,5등급,218g/km,3개 부처 공동고시,수입,내연기관,승용차,5,S63B44B,608/6000,76.53/1800-5600,직접분사,자동8,AWD,275/40R19,285/40R19,76,일반형
싼타페 2.0T-GDI 4WD 5인,현대,휘발유,"1,998cc","1,745kg",자동8,7.9㎞/ℓ,10.9㎞/ℓ,9.0㎞/ℓ,5등급,190g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KH,235/6000,36/1450~3500,직접분사,자동8,4WD,235/55R19,235/55R19,71,다목적형
싼타페 2.0T-GDI 4WD 7인,현대,휘발유,"1,998cc","1,785kg",자동8,7.9㎞/ℓ,10.9㎞/ℓ,9.0㎞/ℓ,5등급,190g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KH,235/6000,36/1450~3500,직접분사,자동8,4WD,235/55R19,235/55R19,71,다목적형
Mercedces-AMG C43 Cabriolet,벤츠,휘발유,"2,996cc","1,880kg",,7.8㎞/ℓ,10.5㎞/ℓ,8.8㎞/ℓ,5등급,199g/km,3개 부처 공동고시,수입,내연기관,승용차,4,276 823,367/5500-6000,53.0/2000-4200,전자분사,자동9,FR,225/40R19,255/35R19,66,일반형
그랜드스타렉스(PE2)2.5디젤 리무진 (9P_N/HR),현대,경유,"2,497cc","2,460kg",자동5,7.9㎞/ℓ,10.5㎞/ℓ,8.9㎞/ℓ,5등급,222g/km,3개 부처 공동고시,국산,내연기관,승합차,9,D4CB,175/3600,46/2000~2250,CRD,자동5,2WD,215/65R17,215/65R17,75,기타형
BMW X6 M,BMW,휘발유,"4,395cc","2,340kg",자동8,5.9㎞/ℓ,7.9㎞/ℓ,6.7㎞/ℓ,5등급,262g/km,3개 부처 공동고시,수입,내연기관,승용차,5,S63B44B,575/6000,76.53/2200-5000,직접분사,자동8,AWD,285/35R21,325/30R21,85,다목적형
Rolls Royce Phantom,롤스로이스,휘발유,"6,749cc","2,665kg",자동8,4.8㎞/ℓ,7.8㎞/ℓ,5.8㎞/ℓ,5등급,310g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N74B68A,571/5000,91.84/1700-4000,직접분사,자동8,FR,255/50 R21,285/45 R21,90,일반형
S560 4Matic L,벤츠,휘발유,"3,982cc","2,275kg",,7.1㎞/ℓ,10.8㎞/ℓ,8.4㎞/ℓ,5등급,212g/km,3개 부처 공동고시,수입,내연기관,승용차,4,176 980,469/5250-5500,71.4/2000-4000,전자분사,자동9,4WD,245/45R19,275/40R19,80,일반형
S560 4Matic L,벤츠,휘발유,"3,982cc","2,275kg",,7.1㎞/ℓ,10.8㎞/ℓ,8.4㎞/ℓ,5등급,212g/km,3개 부처 공동고시,수입,내연기관,승용차,5,176 980,469/5250-5500,71.4/2000-4000,전자분사,자동9,4WD,245/45R19,275/40R19,80,일반형
Mercedes-Maybach S560 4Matic,벤츠,휘발유,"3,982cc","2,345kg",,6.9㎞/ℓ,10.3㎞/ℓ,8.1㎞/ℓ,5등급,219g/km,3개 부처 공동고시,수입,내연기관,승용차,4,176 980,469/5250-5500,71.4/2000-4000,전자분사,자동9,4WD,245/45R19,275/40R19,80,일반형
Rolls Royce Phantom,롤스로이스,휘발유,"6,749cc","2,625kg",자동8,4.8㎞/ℓ,7.8㎞/ℓ,5.8㎞/ℓ,5등급,310g/km,3개 부처 공동고시,수입,내연기관,승용차,5,N74B68A,571/5000,91.84/1700-4000,직접분사,자동8,FR,255/50 R21,285/45 R21,90,일반형
Rolls Royce Phantom EWB,롤스로이스,휘발유,"6,749cc","2,665kg",자동8,4.8㎞/ℓ,7.8㎞/ℓ,5.8㎞/ℓ,5등급,310g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N74B68A,571/5000,91.84/1700-4000,직접분사,자동8,FR,255/50 R21,285/45 R21,90,일반형
BMW X5 M,BMW,휘발유,"4,395cc","2,350kg",자동8,5.9㎞/ℓ,7.9㎞/ℓ,6.7㎞/ℓ,5등급,262g/km,3개 부처 공동고시,수입,내연기관,승용차,5,S63B44B,575/6000,76.53/2200-5000,직접분사,자동8,AWD,285/35R21,325/30R21,85,다목적형
Rolls Royce Dawn Black Badge,롤스로이스,휘발유,"6,592cc","2,630kg",자동8,4.5㎞/ℓ,7.6㎞/ℓ,5.5㎞/ℓ,5등급,325g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N74B66A,601/5250,79.59/1500-4750,직접분사,자동8,FR,255/40R21,285/35R21,82,일반형
Rolls Royce Phantom EWB,롤스로이스,휘발유,"6,749cc","2,665kg",자동8,4.8㎞/ℓ,7.8㎞/ℓ,5.8㎞/ℓ,5등급,310g/km,3개 부처 공동고시,수입,내연기관,승용차,5,N74B68A,571/5000,91.84/1700-4000,직접분사,자동8,FR,255/50 R21,285/45 R21,90,일반형
캐딜락 Escalade,GM,휘발유,"6,162cc","2,675kg",,5.9㎞/ℓ,8.5㎞/ℓ,6.8㎞/ℓ,5등급,260g/km,3개 부처 공동고시,수입,내연기관,승용차,7,L86,426/5600,62.2/4100,직접분사,자동10,AWD,P285/45R22,P285/45R22,98.4,다목적형
캐딜락 Escalade,GM,휘발유,"6,162cc","2,690kg",,5.9㎞/ℓ,8.5㎞/ℓ,6.8㎞/ℓ,5등급,260g/km,3개 부처 공동고시,수입,내연기관,승용차,8,L86,426/5600,62.2/4100,직접분사,자동10,AWD,P285/45R22,P285/45R22,98.4,다목적형
캐딜락 XT5,GM,휘발유,"3,649cc","2,030kg",자동8,7.6㎞/ℓ,10.6㎞/ℓ,8.7㎞/ℓ,5등급,203g/km,3개 부처 공동고시,수입,내연기관,승용차,5,LGX,314/6600,37.4/5000,직접분사,자동8,AWD,235/55R20,235/55R20,82.1,다목적형
Mercedes-Maybach S560 4Matic,벤츠,휘발유,"3,982cc","2,345kg",,6.9㎞/ℓ,10.3㎞/ℓ,8.1㎞/ℓ,5등급,219g/km,3개 부처 공동고시,수입,내연기관,승용차,5,176 980,469/5250-5500,71.4/2000-4000,전자분사,자동9,4WD,245/45R19,275/40R19,80,일반형
BMW 640i xDrive,BMW,휘발유,"2,998cc","1,990kg",자동8,8.1㎞/ℓ,11.0㎞/ℓ,9.2㎞/ℓ,5등급,190g/km,3개 부처 공동고시,수입,내연기관,승용차,5,B58B30A,340/5500,45.92/1380-5200,직접분사,자동8,AWD,245/40 R20,275/35 R20,68,일반형
파나메라 GTS (5인승),포르쉐,휘발유,"3,996cc","2,105kg",자동8,6.1㎞/ℓ,8.9㎞/ℓ,7.1㎞/ℓ,5등급,244g/km,3개 부처 공동고시,수입,내연기관,승용차,5,CVD,460/6000-6500,63.3/1800-4500,전자분사,자동8,AWD,275/35ZR21,315/30ZR21,90,일반형
G70 3.3T-GDI 2WD (19인치 타이어) (15),현대,휘발유,"3,342cc","1,705kg",자동8,7.9㎞/ℓ,10.6㎞/ℓ,9.0㎞/ℓ,5등급,188g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,370/6000,52/1300~4500,직접분사,자동8,2WD,225/40R19,255/35R19,60,일반형
G70 3.3T-GDI AWD (19인치 타이어) (15),현대,휘발유,"3,342cc","1,775kg",자동8,7.4㎞/ℓ,10.5㎞/ℓ,8.6㎞/ℓ,5등급,197g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,370/6000,52/1300~4500,직접분사,자동8,AWD,225/40R19,255/35R19,60,일반형
Mercedes-AMG S63 4Matic Coupe,벤츠,휘발유,"3,982cc","2,170kg",,6.1㎞/ℓ,8.8㎞/ℓ,7.1㎞/ℓ,5등급,251g/km,3개 부처 공동고시,수입,내연기관,승용차,4,177 980,612/5500-6000,91.8/2750-4500,전자분사,자동9,AWD,255/40R20,285/35R20,80,일반형
BMW 750Li xDrive,BMW,휘발유,"4,395cc","2,175kg",자동8,7.2㎞/ℓ,10.2㎞/ℓ,8.3㎞/ℓ,5등급,216g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N63B44C,449/5500,66.33/1800-4500,직접분사,자동8,AWD,245/40R20,275/35R20,78,일반형
쏘렌토(PE) 2.0T-GDI 4WD 7인 (15),기아,휘발유,"1,998cc","1,885kg",자동8,7.6㎞/ℓ,10.4㎞/ℓ,8.7㎞/ℓ,5등급,194g/km,3개 부처 공동고시,국산,내연기관,승용차,7,G4KH,240/6000,36/1450~3500,직접분사,자동8,4WD,235/55R19,235/55R19,71,다목적형
쏘렌토(PE) 2.0T-GDI 4WD 5인 (15),기아,휘발유,"1,998cc","1,845kg",자동8,7.6㎞/ℓ,10.4㎞/ℓ,8.7㎞/ℓ,5등급,194g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G4KH,240/6000,36/1450~3500,직접분사,자동8,4WD,235/55R19,235/55R19,71,다목적형
Mercedes-AMG GLC43 4Matic Coupe,벤츠,휘발유,"2,996cc","1,920kg",,7.4㎞/ℓ,9.0㎞/ℓ,8.1㎞/ℓ,5등급,219g/km,3개 부처 공동고시,수입,내연기관,승용차,5,276 823,367/5500-6000,53.0/2500-4500,전자분사,자동9,4WD,255/40R21,285/35R21,66,다목적형
그랜드 스타렉스 2.5디젤 5밴 (15),현대,경유,"2,497cc","2,115kg",자동5,8.4㎞/ℓ,10.7㎞/ℓ,9.3㎞/ℓ,5등급,211g/km,3개 부처 공동고시,국산,내연기관,화물차,5,D4CB,175/3600,46/2000~2250,CRD,자동5,FR,215/70R16C,215/70R16C,75,밴형
그랜드스타렉스(PE2)2.5디젤 리무진 (6P_N/HR),현대,경유,"2,497cc","2,510kg",자동5,7.9㎞/ℓ,10.5㎞/ℓ,8.9㎞/ℓ,5등급,222g/km,3개 부처 공동고시,국산,내연기관,승합차,6,D4CB,175/3600,46/2000~2250,CRD,자동5,2WD,215/65R17,215/65R17,75,일반형
그랜드스타렉스(PE2) 2.4LPI 어린이버스 (15인),현대,LPG,"2,359cc","2,210kg",자동4,5.3㎞/ℓ,6.6㎞/ℓ,5.8㎞/ℓ,5등급,228g/km,3개 부처 공동고시,국산,내연기관,승합차,15,L4KB,159/5500,23/4250,인젝션,자동4,FR,215/65R17,215/65R17,83,승합
그랜드 스타렉스 2.5디젤 3밴 (15),현대,경유,"2,497cc","2,035kg",자동5,8.4㎞/ℓ,10.7㎞/ℓ,9.3㎞/ℓ,5등급,211g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,175/3600,46/2000~2250,CRD,자동5,FR,215/70R16C,215/70R16C,75,밴형
그랜드스타렉스 2.5디젤 4WD 5AT_9인 (PE2),현대,경유,"2,497cc","2,430kg",자동5,8.0㎞/ℓ,10.3㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,승용차,9,D4CB,175/3600,46/2000~2250,CRD,자동5,4WD,215/65R17,215/65R17,75,기타형
그랜드스타렉스(PE2) 2.5디젤 하이루프(12인),현대,경유,"2,497cc","2,390kg",자동5,8.4㎞/ℓ,10.5㎞/ℓ,9.2㎞/ℓ,5등급,213g/km,3개 부처 공동고시,국산,내연기관,승합차,12,D4CB,175/3600,46/2000~2250,CRD,자동5,2WD,215/65R17,215/65R17,75,승합
그랜드스타렉스 2.5디젤 4WD 5AT (PE2),현대,경유,"2,497cc","2,435kg",자동5,8.0㎞/ℓ,10.2㎞/ℓ,8.9㎞/ℓ,5등급,222g/km,3개 부처 공동고시,국산,내연기관,승합차,12,D4CB,175/3600,46/2000~2250,CRD,자동5,4WD,215/65R17,215/65R17,75,일반형
그랜드스타렉스(PE2) 2.4LPI 어린이보호차 (12인),현대,LPG,"2,359cc","2,215kg",자동4,5.3㎞/ℓ,6.6㎞/ℓ,5.8㎞/ℓ,5등급,228g/km,3개 부처 공동고시,국산,내연기관,승합차,12,L4KB,159/5500,23/4250,인젝션,자동4,FR,215/65R17,215/65R17,83,승합
BMW 750Li xDrive,BMW,휘발유,"4,395cc","2,175kg",자동8,7.2㎞/ℓ,10.2㎞/ℓ,8.3㎞/ℓ,5등급,216g/km,3개 부처 공동고시,수입,내연기관,승용차,5,N63B44C,449/5500,66.33/1800-4500,직접분사,자동8,AWD,245/40R20,275/35R20,78,일반형
BMW M3 Competition Package,BMW,휘발유,"2,979cc","1,645kg",자동7,8.4㎞/ℓ,10.7㎞/ℓ,9.3㎞/ℓ,5등급,184g/km,3개 부처 공동고시,수입,내연기관,승용차,5,S55B30A,450/7000,56.12/2350-5500,직접분사,자동7,FR,265/30ZR20,285/30ZR20,60,일반형
Mercedes-Maybach S650,벤츠,휘발유,"5,980cc","2,400kg",자동7,5.4㎞/ℓ,7.8㎞/ℓ,6.3㎞/ℓ,5등급,286g/km,3개 부처 공동고시,수입,내연기관,승용차,0,279 980,630/5400,102.0/2300-4300,전자분사,자동7,FR,245/40 R20,275/35 R20,80,일반형
Rolls-Royce Ghost SWB Black Badge,롤스로이스,휘발유,"6,592cc","2,485kg",자동8,4.7㎞/ℓ,7.5㎞/ℓ,5.7㎞/ℓ,5등급,317g/km,3개 부처 공동고시,수입,내연기관,승용차,5,N74B66A,612/5250,85.71/1650-5000,직접분사,자동8,FR,255/40 R21,285/35 R21,82,일반형
Rolls-Royce Wraith Coupe Black Badge,롤스로이스,휘발유,"6,592cc","2,430kg",자동8,5.0㎞/ℓ,7.9㎞/ℓ,6.0㎞/ℓ,5등급,298g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N74B66A,632/5600,88.72/1700~4500,직접분사,자동8,FR,255/40 R21,285/35 R21,82,일반형
Rolls-Royce Ghost SWB,롤스로이스,휘발유,"6,592cc","2,485kg",자동8,4.9㎞/ℓ,7.8㎞/ℓ,5.8㎞/ℓ,5등급,311g/km,3개 부처 공동고시,수입,내연기관,승용차,5,N74B66A,571/5250,83.67/1600~4750,직접분사,자동8,FR,255/45R20,285/40R20,82,일반형
캐딜락 ESCALADE,GM,휘발유,"6,162cc","2,650kg",자동8,6.0㎞/ℓ,8.5㎞/ℓ,6.9㎞/ℓ,5등급,259g/km,3개 부처 공동고시,수입,내연기관,승용차,7,L86,426 / 5600,62.2 / 4100,직접분사,자동8,AWD,P285/45R22,P285/45R22,98.4,다목적형
캐딜락 ESCALADE,GM,휘발유,"6,162cc","2,680kg",자동8,6.0㎞/ℓ,8.5㎞/ℓ,6.9㎞/ℓ,5등급,259g/km,3개 부처 공동고시,수입,내연기관,승용차,8,L86,426 / 5600,62.2 / 4100,직접분사,자동8,AWD,P285/45R22,P285/45R22,98.4,다목적형
G350 d,벤츠,경유,"2,987cc","2,625kg",자동7,7.2㎞/ℓ,8.3㎞/ℓ,7.7㎞/ℓ,5등급,258g/km,3개 부처 공동고시,수입,내연기관,승용차,5,642 887,245/3600,61.2/1600-2400,전자분사,자동7,4WD,275/55R19,275/55R19,96,다목적형
BMW M4 Convertible,BMW,휘발유,"2,979cc","1,875kg",자동7,7.7㎞/ℓ,10.2㎞/ℓ,8.7㎞/ℓ,5등급,199g/km,3개 부처 공동고시,수입,내연기관,승용차,4,S55B30A,431/7300,56.12/1850-5500,직접분사,자동7,FR,255/35R19,275/35R19,60,일반형
Mercedes-AMG E43 4Matic,벤츠,휘발유,"2,996cc","1,915kg",,7.8㎞/ℓ,10.9㎞/ℓ,8.9㎞/ℓ,5등급,197g/km,3개 부처 공동고시,수입,내연기관,승용차,5,276 823,401/6100,53.0/2500-5000,전자분사,자동9,4WD,245/35R20,275/30R20,66,일반형
Mercedes-AMG GLC43 4Matic,벤츠,휘발유,"2,996cc","1,955kg",,7.5㎞/ℓ,9.0㎞/ℓ,8.1㎞/ℓ,5등급,217g/km,3개 부처 공동고시,수입,내연기관,승용차,5,276 823,367/5500-6000,53.0/2500-4500,전자분사,자동9,4WD,255/40R21,285/35R21,66,다목적형
Mercedes-AMG C43 4Matic,벤츠,휘발유,"2,996cc","1,735kg",,8.0㎞/ℓ,10.8㎞/ℓ,9.1㎞/ℓ,5등급,194g/km,3개 부처 공동고시,수입,내연기관,승용차,5,276 823,367/5500-6000,53.0/2000-4200,전자분사,자동9,4WD,225/40R19,255/35R19,66,일반형
S450 4Matic Coupe,벤츠,휘발유,"2,996cc","2,064kg",,7.4㎞/ℓ,10.6㎞/ℓ,8.6㎞/ℓ,5등급,205g/km,3개 부처 공동고시,수입,내연기관,승용차,4,276 824,367/5500-6000,51.0/1600-4000,전자분사,자동9,4WD,245/40 R20,275/35 R20,80,일반형
"그랜저 3.0LPI (18""타이어) (15)",현대,LPG,"2,999cc","1,665kg",자동6,6.4㎞/ℓ,9.0㎞/ℓ,7.4㎞/ℓ,5등급,180g/km,3개 부처 공동고시,국산,내연기관,승용차,5,L6DB,235/6000,28.6/4500,MPI,자동6,FF,245/45R18,245/45R18,72,일반형
Rolls-Royce Wraith Coupe,롤스로이스,휘발유,"6,592cc","2,430kg",자동8,5.0㎞/ℓ,7.8㎞/ℓ,6.0㎞/ℓ,5등급,301g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N74B66A,632/5600,83.67/1600~5000,직접분사,자동8,FR,255/45R20,285/40R20,82,일반형
Rolls-Royce Dawn,롤스로이스,휘발유,"6,592cc","2,640kg",자동8,4.7㎞/ℓ,7.8㎞/ℓ,5.7㎞/ℓ,5등급,313g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N74B66A,571/5000,83.67/1600~4750,직접분사,자동8,FR,255/45R20,285/40R20,82,일반형
BMW M760Li xDrive,BMW,휘발유,"6,592cc","2,310kg",자동8,5.7㎞/ℓ,8.3㎞/ℓ,6.6㎞/ℓ,5등급,274g/km,3개 부처 공동고시,수입,내연기관,승용차,5,N74B66B,609/5500,81.63/1550-5000,직접분사,자동8,AWD,225/50R16,225/50R16,78,일반형
Rolls-Royce Ghost EWB,롤스로이스,휘발유,"6,592cc","2,550kg",자동8,4.9㎞/ℓ,7.8㎞/ℓ,5.8㎞/ℓ,5등급,311g/km,3개 부처 공동고시,수입,내연기관,승용차,5,N74B66A,571/5250,83.67/1600~4750,직접분사,자동8,FR,255/45R20,285/40R20,82,일반형
BMW M3,BMW,휘발유,"2,979cc","1,645kg",자동7,8.2㎞/ℓ,10.7㎞/ℓ,9.2㎞/ℓ,5등급,187g/km,3개 부처 공동고시,수입,내연기관,승용차,5,S55B30A,431/7300,56.12/1850-5500,직접분사,자동7,FR,255/35R19,275/35R19,60,일반형
BMW M4 Coupe,BMW,휘발유,"2,979cc","1,650kg",자동7,8.2㎞/ℓ,10.7㎞/ℓ,9.2㎞/ℓ,5등급,187g/km,3개 부처 공동고시,수입,내연기관,승용차,4,S55B30A,431/7300,56.12/1850-5500,직접분사,자동7,FR,255/35R19,275/35R19,60,일반형
포터 2.5디젤 4WD 덤프(유로6) (15),현대,경유,"2,497cc","2,115kg",수동6,8.3㎞/ℓ,8.8㎞/ℓ,8.5㎞/ℓ,5등급,231g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195R15 8PR,195R15 8PR,60,화물
포터 2.5디젤 2WD 덤프(유로6) (15),현대,경유,"2,497cc","1,985kg",수동6,8.9㎞/ℓ,9.1㎞/ℓ,9.0㎞/ℓ,5등급,216g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,FR,195/70R15C 8PR,145R13C 8PR,65,화물
봉고 덤프 4WD 표준캡(유로6) (15),기아,경유,"2,497cc","2,105kg",수동6,8.1㎞/ℓ,9.1㎞/ℓ,8.5㎞/ℓ,5등급,230g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195/R15 8PR,195/R15 8PR,60,화물
봉고 덤프 4WD 슈퍼캡(유로6) (15),기아,경유,"2,497cc","2,165kg",수동6,8.1㎞/ℓ,9.1㎞/ℓ,8.5㎞/ℓ,5등급,230g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195/R15 8PR,195/R15 8PR,60,화물
봉고 덤프 2WD 슈퍼캡(유로6) (15),기아,경유,"2,497cc","2,030kg",수동6,9.1㎞/ℓ,8.9㎞/ℓ,9.0㎞/ℓ,5등급,216g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,FR,195/R15 8PR,145/R13C 8PR,65,화물
토요타 SIENNA(4WD),토요타,휘발유,"3,456cc","2,170kg",자동8,7.2㎞/ℓ,10.0㎞/ℓ,8.2㎞/ℓ,5등급,208g/km,3개 부처 공동고시,수입,내연기관,승용차,7,2GR,301/6600,36.4/4700,MPI,자동8,4WD,235/55R18,235/55R18,79,기타형
토요타 SIENNA(2WD),토요타,휘발유,"3,456cc","2,115kg",자동8,7.5㎞/ℓ,10.3㎞/ℓ,8.6㎞/ℓ,5등급,199g/km,3개 부처 공동고시,수입,내연기관,승용차,7,2GR,301/6600,36.4/4700,MPI,자동8,FF,235/55R18,235/55R18,79,기타형
