car_list,,,,,,,,,,,,,,,,,,,,,,,,,
모델명,제조사,유종,배기량,공차중량,변속형식,도심주행연비,고속도로주행연비,복합연비,등급,CO2배출량,연비신고구분,국산/수입,자동차형식,자동차종류,승차정원,엔진형식,최고출력(ps/rpm),최고토크(kgm/rpm),연료공급방식,변속형식,굴림방식,타이어사이즈(전),타이어사이즈(후),연료탱크용량(ℓ),자동차유형
BMW M4 Coupe,BMW,휘발유,"2,979cc","1,650kg",자동7,8.2㎞/ℓ,10.7㎞/ℓ,9.2㎞/ℓ,5등급,187g/km,3개 부처 공동고시,수입,내연기관,승용차,5,S55B30A,431/7300,56.12/1850-5500,직접분사,자동7,FR,255/35R19,275/35R19,60,일반형
BMW M4 Convertible Competition Package,BMW,휘발유,"2,979cc","1,875kg",자동7,7.9㎞/ℓ,10.5㎞/ℓ,8.9㎞/ℓ,5등급,196g/km,3개 부처 공동고시,수입,내연기관,승용차,4,S55B30A,450/7000,56.12/2350-5500,직접분사,자동7,FR,265/30ZR20,285/30ZR20,60,일반형
BMW M4 Coupe Competition Package,BMW,휘발유,"2,979cc","1,650kg",자동7,8.4㎞/ℓ,10.7㎞/ℓ,9.3㎞/ℓ,5등급,184g/km,3개 부처 공동고시,수입,내연기관,승용차,4,S55B30A,450/7000,56.12/2350-5500,직접분사,자동7,FR,265/30ZR20,285/30ZR20,60,일반형
봉고 1t 4WD 표준캡(유로6) (15),기아,경유,"2,497cc","1,855kg",수동6,8.4㎞/ℓ,9.4㎞/ℓ,8.8㎞/ℓ,5등급,222g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195R15 8PR,195R15 8PR,60,화물
봉고 1t 장축 더블캡(유로6) (15),기아,경유,"2,497cc","1,870kg",자동5,8.4㎞/ℓ,8.9㎞/ℓ,8.6㎞/ℓ,5등급,227g/km,3개 부처 공동고시,국산,내연기관,화물차,6,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/R15 8PR,145R13C 8PR,60,화물
포터 2.5디젤 장축 슈퍼캡(유로6) (15),현대,경유,"2,497cc","1,760kg",자동5,8.7㎞/ℓ,9.1㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/70R15C 8PR,145R13C 8PR,65,화물
포터 2.5디젤 장축 표준캡(유로6) (15),현대,경유,"2,497cc","1,735kg",자동5,8.7㎞/ℓ,9.1㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/70R15C 8PR,145R13C 8PR,65,화물
봉고 1t 4WD 슈퍼캡(유로6) (15),기아,경유,"2,497cc","1,870kg",수동6,8.4㎞/ℓ,9.4㎞/ℓ,8.8㎞/ℓ,5등급,222g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195R15 8PR,195R15 8PR,60,화물
포터 2.5디젤 초장축 표준캡(유로6) (15),현대,경유,"2,497cc","1,750kg",자동5,8.7㎞/ℓ,9.1㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/70R15C 8PR,145R13C 8PR,65,화물
포터 2.5디젤 장축 더블캡(유로6) (15),현대,경유,"2,497cc","1,865kg",자동5,8.4㎞/ℓ,8.9㎞/ℓ,8.6㎞/ℓ,5등급,227g/km,3개 부처 공동고시,국산,내연기관,화물차,6,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/70R15C 8PR,145R13C 8PR,65,화물
봉고 1t 초장축 표준캡(유로6) (15),기아,경유,"2,497cc","1,775kg",자동5,8.8㎞/ℓ,9.1㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/R15 8PR,5.00R12 8PR,65,화물
봉고 1t 장축 표준캡(유로6) (15),기아,경유,"2,497cc","1,750kg",자동5,8.8㎞/ℓ,9.1㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/R15 8PR,5.00R12 8PR,65,화물
포터 2.5디젤 4WD 표준캡(유로6) (15),현대,경유,"2,497cc","1,875kg",수동6,8.4㎞/ℓ,9.3㎞/ℓ,8.8㎞/ℓ,5등급,222g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195/70R15C 8PR,195R15-8PR,60,화물
봉고 1t 장축 슈퍼캡(유로6) (15),기아,경유,"2,497cc","1,765kg",자동5,8.8㎞/ℓ,9.1㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/R15 8PR,5.00R12 8PR,65,화물
봉고 1t 초장축 킹캡 2.4LPI (15),기아,LPG,"2,359cc","1,690kg",수동5,6.4㎞/ℓ,6.7㎞/ℓ,6.5㎞/ℓ,5등급,202g/km,3개 부처 공동고시,국산,내연기관,화물차,3,L4KB,159/5500,23/4250,인젝션,수동5,FR,195R15,145R13C,71,화물
포터 2.5디젤 초장축 더블캡(유로6) (15),현대,경유,"2,497cc","1,880kg",자동5,8.4㎞/ℓ,8.9㎞/ℓ,8.6㎞/ℓ,5등급,227g/km,3개 부처 공동고시,국산,내연기관,화물차,6,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/70R15C 8PR,145R13C 8PR,65,화물
포터 2.5디젤 4WD 슈퍼캡(유로6) (15),현대,경유,"2,497cc","1,885kg",수동6,8.4㎞/ℓ,9.3㎞/ℓ,8.8㎞/ℓ,5등급,222g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195/70R15C 8PR,195R15-8PR,60,화물
포터 2.5디젤 4WD 더블캡(유로6) (15),현대,경유,"2,497cc","1,975kg",수동6,8.4㎞/ℓ,9.3㎞/ℓ,8.8㎞/ℓ,5등급,223g/km,3개 부처 공동고시,국산,내연기관,화물차,6,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195/70R15C 8PR,195R15-8PR,60,화물
봉고 1t 초장축 슈퍼캡(유로6) (15),기아,경유,"2,497cc","1,790kg",자동5,8.8㎞/ℓ,9.1㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/R15 8PR,5.00R12 8PR,65,화물
봉고 1t 초장축 더블캡(유로6) (15),기아,경유,"2,497cc","1,895kg",자동5,8.4㎞/ℓ,8.9㎞/ℓ,8.6㎞/ℓ,5등급,227g/km,3개 부처 공동고시,국산,내연기관,화물차,6,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/R15 8PR,145R13C 8PR,60,화물
포터 2.5디젤 초장축 슈퍼캡(유로6) (15),현대,경유,"2,497cc","1,780kg",자동5,8.7㎞/ℓ,9.1㎞/ℓ,8.9㎞/ℓ,5등급,220g/km,3개 부처 공동고시,국산,내연기관,화물차,3,D4CB,133/3600,26.5/1250~3500,CRD,자동5,FR,195/70R15C 8PR,145R13C 8PR,65,화물
봉고 1t 4WD 더블캡(유로6) (15),기아,경유,"2,497cc","1,975kg",수동6,8.4㎞/ℓ,9.3㎞/ℓ,8.8㎞/ℓ,5등급,223g/km,3개 부처 공동고시,국산,내연기관,화물차,6,D4CB,133/3600,26.5/1250~3500,CRD,수동6,4WD,195R15 8PR,195R15 8PR,60,화물
Mercedes-AMG SL63,벤츠,휘발유,"5,461cc","1,870kg",자동7,6.5㎞/ℓ,9.4㎞/ℓ,7.6㎞/ℓ,5등급,235g/km,3개 부처 공동고시,수입,내연기관,승용차,2,157 983,585/5500,91.7/2250-3750,전자분사,자동7,FR,255/35R19,285/30R19,75,일반형
카마로,GM,휘발유,"6,162cc","1,715kg",자동8,6.5㎞/ℓ,10.4㎞/ℓ,7.8㎞/ℓ,5등급,227g/km,3개 부처 공동고시,수입,내연기관,승용차,4,LT1,453/5700,62.9/4600,직접분사,자동8,FR,245/40ZR20,275/35ZR20,72,일반형
재규어 F-TYPE (3.0SC COUPE S),재규어,휘발유,"2,995cc","1,730kg",자동8,7.3㎞/ℓ,10.9㎞/ℓ,8.6㎞/ℓ,5등급,198g/km,3개 부처 공동고시,수입,내연기관,승용차,2,306PS,"380/6,500","46.9/3,500",전자분사,자동8,FR,245/40ZR19,275/35ZR19,72,일반형
"G80 3.3T-GDI AWD (19""타이어)",현대,휘발유,"3,342cc","2,090kg",자동8,7.0㎞/ℓ,9.8㎞/ℓ,8.0㎞/ℓ,5등급,213g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,370/6000,52/1300~4500,직접분사,자동8,AWD,"245/40R19(전),275/35R19(후)","245/40R19(전),275/35R19(후)",77,일반형
"G80 3.3GDI 2WD 19MY (19""타이어)",현대,휘발유,"3,342cc","1,930kg",자동8,7.7㎞/ℓ,10.9㎞/ℓ,8.9㎞/ℓ,5등급,190g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,FR,"245/40R19(전),275/35R19(후)","245/40R19(전),275/35R19(후)",77,일반형
"G80 3.3GDI AWD 스포츠패키지 19MY (19""타이어)",현대,휘발유,"3,342cc","2,005kg",자동8,7.1㎞/ℓ,9.9㎞/ℓ,8.2㎞/ℓ,5등급,207g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,AWD,245/40R19,275/35R19,77,일반형
"G80 3.3GDI 2WD 스포츠패키지 19MY (19""타이어)",현대,휘발유,"3,342cc","1,935kg",자동8,7.7㎞/ℓ,10.5㎞/ℓ,8.8㎞/ℓ,5등급,192g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,FR,245/40R19,275/35R19,77,일반형
"G80 3.3T-GDI 2WD (19""타이어)",현대,휘발유,"3,342cc","2,020kg",자동8,7.4㎞/ℓ,10.5㎞/ℓ,8.5㎞/ℓ,5등급,200g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DP,370/6000,52/1300~4500,직접분사,자동8,FR,"245/40R19(전),275/35R19(후)","245/40R19(전),275/35R19(후)",77,일반형
"G80 3.3GDI AWD 19MY (19""타이어)",현대,휘발유,"3,342cc","2,000kg",자동8,7.2㎞/ℓ,10.0㎞/ℓ,8.3㎞/ℓ,5등급,205g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,AWD,245/40R19(전),275/35R19(후),77,일반형
"G80 3.3GDI AWD 19MY (18""타이어)",현대,휘발유,"3,342cc","1,980kg",자동8,7.3㎞/ℓ,10.2㎞/ℓ,8.4㎞/ℓ,5등급,202g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,AWD,245/45R18,245/45R18,77,일반형
"G80 3.3GDI 2WD 19MY (18""타이어)",현대,휘발유,"3,342cc","1,910kg",자동8,7.9㎞/ℓ,11.2㎞/ℓ,9.1㎞/ℓ,5등급,186g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DM,282/6000,35.4/5000,직접분사,자동8,FR,245/45R18,245/45R18,77,일반형
"G80 3.8GDI AWD (19""타이어) (15)",현대,휘발유,"3,778cc","2,035kg",자동8,7.1㎞/ℓ,9.9㎞/ℓ,8.2㎞/ℓ,5등급,210g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DN,315/6000,40.5/5000,직접분사,자동8,AWD,"245/40R19(전),275/35R19(후)","245/40R19(전),275/35R19(후)",77,일반형
"G80 3.8GDI 2WD (19""타이어) (15)",현대,휘발유,"3,778cc","1,965kg",자동8,7.6㎞/ℓ,10.6㎞/ℓ,8.7㎞/ℓ,5등급,196g/km,3개 부처 공동고시,국산,내연기관,승용차,5,G6DN,315/6000,40.5/5000,직접분사,자동8,FR,"245/40R19(전),275/35R19(후)","245/40R19(전),275/35R19(후)",77,일반형
캐딜락 XT5,GM,휘발유,"3,649cc","2,030kg",자동8,7.7㎞/ℓ,10.9㎞/ℓ,8.9㎞/ℓ,5등급,198g/km,3개 부처 공동고시,수입,내연기관,승용차,5,LGX,314/6600,37.4/5000,직접분사,자동8,AWD,235/55R20,235/55R20,82.1,다목적형
캐딜락 CTS-V,GM,휘발유,"6,162cc","1,920kg",자동8,5.7㎞/ℓ,8.6㎞/ℓ,6.7㎞/ℓ,5등급,266g/km,3개 부처 공동고시,수입,내연기관,승용차,5,LT4,648/6400,87.2/3600,직접분사,자동8,FR,265/35ZR19,295/30ZR19,72,일반형
캐딜락 CT6,GM,휘발유,"3,649cc","1,950kg",자동8,7.2㎞/ℓ,9.9㎞/ℓ,8.2㎞/ℓ,5등급,215g/km,3개 부처 공동고시,수입,내연기관,승용차,5,LGX,340/6800,39.4/5300,직접분사,자동8,AWD,245/40R20,245/40R20,72.7,일반형
ODYSSEY,혼다,휘발유,"3,471cc","2,095kg",,7.7㎞/ℓ,11.2㎞/ℓ,9.0㎞/ℓ,5등급,187g/km,3개 부처 공동고시,수입,내연기관,승용차,8,J35Y7,284/6000,36.2/4700,직접분사,자동10,FF,235/55R19,235/55R19,73.8,일반형
Rolls Royce Dawn,롤스로이스,휘발유,"6,592cc","2,640kg",자동8,4.9㎞/ℓ,7.7㎞/ℓ,5.9㎞/ℓ,5등급,303g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N74B66A,571 / 5250,79.5 / 1500~5000,직접분사,자동8,FR,255/45R20,285/40R20,82,일반형
렉서스 RX350,토요타,휘발유,"3,456cc","2,045kg",자동8,7.8㎞/ℓ,10.9㎞/ℓ,8.9㎞/ℓ,5등급,193g/km,3개 부처 공동고시,수입,내연기관,승용차,5,2GR,301/6300,37.7/4600~4700,MPI,자동8,AWD,235/65R18,235/65R18,65,다목적형
캐딜락 ATS-V,GM,휘발유,"3,564cc","1,735kg",자동8,7.0㎞/ℓ,10.2㎞/ℓ,8.1㎞/ℓ,5등급,221g/km,3개 부처 공동고시,수입,내연기관,승용차,5,LF4,470/5800,61.4/3500-5000,직접분사,자동8,FR,255/35ZR18,275/35ZR18,62.5,일반형
Mercedes-AMG S65 Coupe,벤츠,휘발유,"5,980cc","2,150kg",자동7,5.6㎞/ℓ,7.9㎞/ℓ,6.4㎞/ℓ,5등급,278g/km,3개 부처 공동고시,수입,내연기관,승용차,4,279 980,630/4800-5400,102.0/2300-4300,전자분사,자동7,FR,255/40ZR20,285/35ZR20,80,일반형
렉서스 RC350,토요타,휘발유,"3,456cc","1,710kg",자동8,7.8㎞/ℓ,11.1㎞/ℓ,9.0㎞/ℓ,5등급,194g/km,3개 부처 공동고시,수입,내연기관,승용차,4,2GR,316/6600,38.7/4800,전자분사,자동8,FR,235/40R19,265/35R19,66.3,일반형
PILOT,혼다,휘발유,"3,471cc","1,950kg",,7.4㎞/ℓ,10.0㎞/ℓ,8.4㎞/ℓ,5등급,201g/km,3개 부처 공동고시,수입,내연기관,승용차,8,J35Y6,284/6000,36.2/4700,직접분사,자동9,4WD,245/50R20,245/50R20,73.8,다목적형
툰랜드(TUNLAND),,경유,"2,776cc","1,980kg",수동5,8.4㎞/ℓ,10.0㎞/ℓ,9.0㎞/ℓ,5등급,217g/km,3개 부처 공동고시,수입,내연기관,화물차,5,ISF2.8,161/3200,36.7/3200,직접분사,수동5,4WD,265/70R16,265/70R16,76,일반형
BMW 750Li xDrive,BMW,휘발유,"4,395cc","2,145kg",자동8,7.1㎞/ℓ,10.6㎞/ℓ,8.4㎞/ℓ,5등급,209g/km,3개 부처 공동고시,수입,내연기관,승용차,5,N63B44C,449/5500,66.33/1800~4500,직접분사,자동8,AWD,245/40R20,275/35R20,78,일반형
BMW 750Li xDrive,BMW,휘발유,"4,395cc","2,155kg",자동8,7.1㎞/ℓ,10.6㎞/ℓ,8.4㎞/ℓ,5등급,209g/km,3개 부처 공동고시,수입,내연기관,승용차,4,N63B44C,449/5500,66.33/1800~4500,직접분사,자동8,AWD,245/40R20,275/35R20,78,일반형
쏘나타 2.0LPI AT (15),현대,LPG,"1,999cc","1,465kg",자동6,7.9㎞/ℓ,11.2㎞/ℓ,9.1㎞/ℓ,5등급,143g/km,3개 부처 공동고시,국산,내연기관,승용차,5,L4NA,151/6200,19.8/4200,전자분사,자동6,FF,205/65R16,205/65R16,72,일반형
300C,크라이슬러,휘발유,"3,604cc","1,890kg",자동8,7.7㎞/ℓ,12.1㎞/ℓ,9.2㎞/ℓ,5등급,193g/km,현행,수입,내연기관,승용차,5,G,286/6350,36/4800,MPI,자동8,FR,245/45R20,245/45R20,72,일반형
300C AWD,크라이슬러,휘발유,"3,604cc","1,980kg",자동8,7.4㎞/ℓ,11.3㎞/ℓ,8.7㎞/ℓ,5등급,204g/km,현행,수입,내연기관,승용차,5,G,286/6350,36/4800,MPI,자동8,AWD,235/55R19,235/55R19,72,일반형
렉서스 NX200t,토요타,휘발유,"1,998cc","1,840kg",자동6,8.4㎞/ℓ,10.5㎞/ℓ,9.3㎞/ℓ,5등급,186g/km,3개 부처 공동고시,수입,내연기관,승용차,5,8AR,238ps/4800-5600 rpm,"35.7kg.m/1,650-4,000 rpm",MPI,자동6,AWD,235/55R18,235/55R18,60,다목적형
ODYSSEY,혼다,휘발유,"3,471cc","2,095kg",,7.7㎞/ℓ,11.2㎞/ℓ,9.0㎞/ℓ,5등급,187g/km,3개 부처 공동고시,수입,내연기관,승용차,8,J35Y7,284/6000,36.2/4700,직접분사,자동10,FF,235/55R19,235/55R19,73.8,일반형
렉서스 RC350,토요타,휘발유,"3,456cc","1,710kg",자동8,7.7㎞/ℓ,11.0㎞/ℓ,8.9㎞/ℓ,5등급,200g/km,3개 부처 공동고시,수입,내연기관,승용차,4,2GR,311/6400,38.2/4800,MPI,자동8,FR,235/40R19,265/35R19,66.3,일반형
렉서스 RC F,토요타,휘발유,"4,969cc","1,825kg",자동8,6.8㎞/ℓ,10.0㎞/ℓ,7.9㎞/ℓ,5등급,222g/km,3개 부처 공동고시,수입,내연기관,승용차,4,2UR,"473ps/7,100rpm",53.7kg.m/4800-5600rpm,MPI,자동8,FR,255/35ZR19,255/35ZR19,66.3,일반형
Huracan LP610-4,람보르기니,휘발유,"5,204cc","1,590kg",자동7,5.8㎞/ℓ,7.8㎞/ℓ,6.6㎞/ℓ,5등급,276g/km,현행,수입,내연기관,승용차,2,CSJ,610/8250,57.1/6500,직접분사,자동7,4WD,245/30ZR20,305/30ZR20,83,일반형
마칸 S,포르쉐,휘발유,"2,997cc","1,940kg",자동7,6.3㎞/ℓ,8.9㎞/ℓ,7.3㎞/ℓ,5등급,248g/km,현행,수입,내연기관,승용차,5,CTM,340/5500-6500,46.9/1450-5000,직접분사,자동7,4WD,235/60R18,255/55R18,75,다목적형
마칸 터보,포르쉐,휘발유,"3,604cc","2,000kg",자동7,6.3㎞/ℓ,8.9㎞/ℓ,7.2㎞/ℓ,5등급,250g/km,현행,수입,내연기관,승용차,5,CTL,400/6000,56.1/1350-4500,직접분사,자동7,4WD,235/55R19,255/50R19,75,다목적형
911 타르가 4S,포르쉐,휘발유,"3,800cc","1,630kg",수동7,7.2㎞/ℓ,10.1㎞/ℓ,8.3㎞/ℓ,5등급,216g/km,현행,수입,내연기관,승용차,2,MA103,400/7400,42.8/5800,직접분사,수동7,4WD,245/35ZR20,295/30ZR20,68,일반형
911 타르가 4,포르쉐,휘발유,"3,436cc","1,615kg",수동7,7.4㎞/ℓ,10.4㎞/ℓ,8.5㎞/ℓ,5등급,211g/km,현행,수입,내연기관,승용차,2,MA104,350/7400,39.8/6500,직접분사,수동7,4WD,245/35ZR20,295/30ZR20,68,일반형
911 타르가 4,포르쉐,휘발유,"3,436cc","1,635kg",자동7,7.6㎞/ℓ,10.4㎞/ℓ,8.6㎞/ℓ,5등급,207g/km,현행,수입,내연기관,승용차,2,MA104,350/7400,39.8/6500,직접분사,자동7,4WD,245/35ZR20,305/30ZR20,68,일반형
PILOT,혼다,휘발유,"3,471cc","1,965kg",,7.4㎞/ℓ,10.0㎞/ℓ,8.4㎞/ℓ,5등급,201g/km,3개 부처 공동고시,수입,내연기관,승용차,7,J35Y6,284/6000,36.2/4700,직접분사,자동9,4WD,245/50R20,245/50R20,73.8,다목적형
그랜드보이저,크라이슬러,휘발유,"3,604cc","2,140kg",자동6,6.7㎞/ℓ,10.1㎞/ℓ,7.9㎞/ℓ,5등급,227g/km,현행,수입,내연기관,승용차,7,G,283/6600,35/4400,MPI,자동6,FF,225/65R17,225/65R17,75.6,일반형
ODYSSEY,혼다,휘발유,"3,471cc","2,095kg",,7.9㎞/ℓ,11.5㎞/ℓ,9.2㎞/ℓ,5등급,188g/km,3개 부처 공동고시,수입,내연기관,승용차,8,J35Y7,284/6000,36.2/4700,직접분사,자동10,2WD,235/55R19,235/55R19,73.8,일반형
짚그랜드체로키,크라이슬러,휘발유,"3,604cc","2,250kg",자동8,6.8㎞/ℓ,9.4㎞/ℓ,7.8㎞/ℓ,5등급,231g/km,현행,수입,내연기관,승용차,5,G,286/6350,35.4/4300,MPI,자동8,4WD,"265/50R20, 265/60R18","265/50R20, 265/60R18",93.5,다목적형
911 터보 S 카브리올레,포르쉐,휘발유,"3,800cc","1,735kg",자동7,6.4㎞/ℓ,9.6㎞/ℓ,7.6㎞/ℓ,5등급,238g/km,현행,수입,내연기관,승용차,2,MA171S,560/6500-6750,71.4/2100-4250,직접분사,자동7,4WD,245/35ZR20,305/30ZR20,67,일반형
911 터보 S,포르쉐,휘발유,"3,800cc","1,680kg",자동7,6.4㎞/ℓ,9.6㎞/ℓ,7.6㎞/ℓ,5등급,238g/km,현행,수입,내연기관,승용차,2,MA171S,560/6500-6750,71.4/2100-4250,직접분사,자동7,4WD,245/35ZR20,305/30ZR20,67,일반형
911 터보 카브리올레,포르쉐,휘발유,"3,800cc","1,725kg",자동7,6.4㎞/ℓ,9.6㎞/ℓ,7.6㎞/ℓ,5등급,238g/km,현행,수입,내연기관,승용차,2,MA171,520/6000-6500,67.3/1950-5000,직접분사,자동7,4WD,245/35ZR20,305/30ZR20,67,일반형
파나메라 4S 이그제큐티브,포르쉐,휘발유,"2,997cc","2,075kg",자동7,6.7㎞/ℓ,10.7㎞/ℓ,8.1㎞/ℓ,5등급,223g/km,현행,수입,내연기관,승용차,4,CWD,420/6000,53.0/1750-5000,직접분사,자동7,4WD,255/45ZR19,285/40ZR19,100,일반형
파나메라 4S,포르쉐,휘발유,"2,997cc","1,975kg",자동7,6.7㎞/ℓ,10.7㎞/ℓ,8.1㎞/ℓ,5등급,223g/km,현행,수입,내연기관,승용차,4,CWD,420/6000,53.0/1750-5000,직접분사,자동7,4WD,255/45ZR19,285/40ZR19,100,일반형
파나메라 4,포르쉐,휘발유,"3,605cc","1,895kg",자동7,7.0㎞/ℓ,10.7㎞/ℓ,8.3㎞/ℓ,5등급,215g/km,현행,수입,내연기관,승용차,4,CWA,310/6200,40.8/3750,직접분사,자동7,4WD,255/45ZR19,285/40ZR19,100,일반형
파나메라 S,포르쉐,휘발유,"2,997cc","1,885kg",자동7,6.9㎞/ℓ,10.7㎞/ℓ,8.2㎞/ℓ,5등급,220g/km,현행,수입,내연기관,승용차,4,CWD,420/6000,53.0/1750-5000,직접분사,자동7,FR,255/45ZR19,285/40ZR19,100,일반형
파나메라 터보,포르쉐,휘발유,"4,806cc","2,045kg",자동7,6.1㎞/ℓ,9.5㎞/ℓ,7.3㎞/ℓ,5등급,249g/km,현행,수입,내연기관,승용차,4,CWB,520/6000,71.4/2250-4500,직접분사,자동7,4WD,255/45ZR19,285/40ZR19,100,일반형
파나메라 터보 이그제큐티브,포르쉐,휘발유,"4,806cc","2,145kg",자동7,6.1㎞/ℓ,9.5㎞/ℓ,7.3㎞/ℓ,5등급,249g/km,현행,수입,내연기관,승용차,4,CWB,520/6000,71.4/2250-4500,직접분사,자동7,4WD,255/45ZR19,285/40ZR19,100,일반형
파나메라 GTS,포르쉐,휘발유,"4,806cc","2,000kg",자동7,6.1㎞/ℓ,9.7㎞/ℓ,7.3㎞/ℓ,5등급,247g/km,현행,수입,내연기관,승용차,4,CXP,440/6700,53.0/3500,직접분사,자동7,4WD,255/40ZR20,295/35ZR20,100,일반형
파나메라,포르쉐,휘발유,"3,605cc","1,845kg",자동7,7.2㎞/ℓ,11.2㎞/ℓ,8.6㎞/ℓ,5등급,209g/km,현행,수입,내연기관,승용차,4,CWA,310/6200,40.8/3750,직접분사,자동7,FR,255/45ZR19,285/40ZR19,100,일반형
스피라,어울림,휘발유,"2,656cc","1,310kg",수동6,7.3㎞/ℓ,9.9㎞/ℓ,8.3㎞/ℓ,5등급,216g/km,현행,국산,내연기관,승용차,2,G6BA,"175 / 6,000","25 / 4,000",MPI,수동6,MR,225 / 40 ZR 18,275 / 40 ZR 18,65,일반형
Aventador LP720-4,람보르기니,휘발유,"6,498cc","1,820kg",자동7,4.3㎞/ℓ,7.1㎞/ℓ,5.2㎞/ℓ,5등급,350g/km,현행,수입,내연기관,승용차,2,L539,720/8250,70.3/5500,MPI,자동7,AWD,255/35ZR 20,355/25ZR 21,90,일반형
300C AWD,크라이슬러,휘발유,"3,604cc","1,955kg",자동8,7.6㎞/ℓ,11.3㎞/ℓ,8.9㎞/ℓ,5등급,200g/km,현행,수입,내연기관,승용차,5,G,286/6350,36/4800,MPI,자동8,AWD,235/55R19,235/55R19,72,일반형
Aventador LP700-4 Roadster,람보르기니,휘발유,"6,498cc","1,885kg",자동7,4.3㎞/ℓ,7.4㎞/ℓ,5.3㎞/ℓ,5등급,346g/km,현행,수입,내연기관,승용차,2,L539,700/8250,70.3/5500,MPI,자동7,AWD,255/35ZR19,335/30ZR20,90,일반형
911 타르가 4S,포르쉐,휘발유,"3,800cc","1,645kg",자동7,6.9㎞/ℓ,9.5㎞/ℓ,7.9㎞/ℓ,5등급,227g/km,현행,수입,내연기관,승용차,2,MA103,400/7400,44.9/5600,직접분사,자동7,4WD,245/35ZR20,295/30ZR20,68,일반형
카이엔 터보 S,포르쉐,휘발유,"4,806cc","2,465kg",자동8,5.6㎞/ℓ,8.4㎞/ℓ,6.6㎞/ℓ,5등급,277g/km,현행,수입,내연기관,승용차,5,M4852T,550/6000,76.5/2250-4500,직접분사,자동8,4WD,295/35R21,295/35R21,100,다목적형
911 카레라 4S 파워킷,포르쉐,휘발유,"3,800cc","1,545kg",자동7,7.2㎞/ℓ,10.1㎞/ℓ,8.2㎞/ℓ,5등급,217g/km,현행,수입,내연기관,승용차,2,MA103S,430/7500,44.9/5750,직접분사,자동7,4WD,235/35ZR19,295/30ZR19,68,일반형
911 카레라 4S 파워킷 카브리올레,포르쉐,휘발유,"3,800cc","1,600kg",자동7,7.2㎞/ℓ,10.1㎞/ℓ,8.2㎞/ℓ,5등급,217g/km,현행,수입,내연기관,승용차,2,MA103S,430/7500,44.9/5750,직접분사,자동7,4WD,235/35ZR19,295/30ZR19,68,일반형
911 카레라 카브리올레,포르쉐,휘발유,"3,436cc","1,505kg",수동7,7.6㎞/ℓ,10.9㎞/ℓ,8.8㎞/ℓ,5등급,202g/km,현행,수입,내연기관,승용차,2,MA104,350/7400,39.8/6500,직접분사,수동7,RR,235/40R19,285/35R19,64,일반형
